station,hour,day_of_week,month,is_weekend,is_holiday,is_peak_hour,crowd_level
Pachaiyappa's College,2,2,2,0,0,0,0.17858547175622702
Little Mount,7,0,1,0,0,1,1.0
Shenoy Nagar,18,5,9,1,0,1,1.0
Nehru Park,19,3,5,0,0,1,1.0
Sir Theagaraya College,13,5,4,1,0,0,0.5306850361936215
Nehru Park,13,1,1,0,0,0,0.5168233741869128
Puratchi Thalaivar Dr. M.G. Ramachandran Central,6,1,4,0,0,0,0.4196935917500117
Saidapet,22,4,5,0,0,0,0.3018813864232536
Alandur,11,5,4,1,0,0,0.4117117530300802
Kaladipet,15,3,10,0,0,0,0.4336019371935959
Alandur,11,2,6,0,0,0,0.46430006312974337
Nanganallur Road,21,3,11,0,0,0,0.1612489381711446
Pachaiyappa's College,4,0,10,0,0,0,0.353038017561838
Puratchi Thalaivar Dr. M.G. Ramachandran Central,3,5,4,1,0,0,0.45869134568786357
Nehru Park,13,2,6,0,0,0,0.49213984639843283
Washermanpet,21,2,3,0,0,0,0.414076962095114
Alandur,0,5,9,1,0,0,0.4237161893819053
Wimco Nagar,10,2,7,0,0,1,0.9674011658892004
Tiruvottiyur,14,1,5,0,0,0,0.4256170989850053
Tollgate,17,5,10,1,0,1,1.0
Saidapet,0,6,4,1,0,0,0.3585238370939189
Shenoy Nagar,2,6,3,1,0,0,0.43051090048166446
Saidapet,12,6,11,1,0,0,0.5203919094169759
Tiruvottiyur,19,0,9,0,0,1,1.0
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,9,5,12,1,0,1,1.0
LIC,11,2,10,0,0,0,0.706025682620879
Wimco Nagar,0,0,10,0,0,0,0.3106708064661503
High Court,4,1,10,0,0,0,0.3695702555227842
Nehru Park,5,6,2,1,0,0,0.6230864148206957
Nehru Park,2,2,2,0,0,0,0.1796600992680618
St. Thomas Mount,16,4,6,0,0,1,0.9255634422576103
High Court,12,1,10,0,0,0,0.4848969067639866
Kilpauk,23,2,2,0,0,0,0.21284325441352267
AG-DMS,14,3,3,0,0,0,0.4474572484702827
Saidapet,7,5,7,1,0,1,1.0
Nanganallur Road,3,5,9,1,0,0,0.5157413806239405
Government Estate,23,5,9,1,0,0,0.5567800860271954
Tondiarpet,4,3,10,0,0,0,0.3032778199546445
Mannadi,3,0,3,0,0,0,0.5218724402641163
Thirumangalam,7,4,2,0,0,1,0.8876358040716416
Ekkattuthangal,8,1,4,0,0,1,0.8578541623787053
LIC,22,6,5,1,0,0,0.43524912450340564
Mannadi,13,6,12,1,0,0,0.5804422678804585
Nandanam,7,5,5,1,0,1,1.0
Meenambakkam,14,2,9,0,0,0,0.41960673130649223
Nanganallur Road,7,5,6,1,0,1,1.0
Thousand Lights,16,3,8,0,0,1,1.0
Little Mount,6,0,3,0,0,0,0.39056075561240267
High Court,2,5,11,1,0,0,0.5870012650888301
Anna Nagar East,13,3,9,0,0,0,0.43169111953498557
Wimco Nagar Depot,15,3,10,0,0,0,0.32023996424853113
Puratchi Thalaivar Dr. M.G. Ramachandran Central,3,5,11,1,0,0,0.5105674515516122
Saidapet,6,4,5,0,0,0,0.2595206074302316
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,13,2,6,0,0,0,0.6557652264689808
Tondiarpet,10,6,5,1,0,1,1.0
Wimco Nagar,8,2,2,0,0,1,0.9875678118744573
Mannadi,0,6,7,1,0,0,0.7597754386596325
Ekkattuthangal,8,2,12,0,0,1,0.8411494278442981
Chennai International Airport,3,4,3,0,0,0,0.2420787021346008
Guindy,11,1,6,0,0,0,0.4188398585416542
Alandur,8,1,8,0,0,1,1.0
Nandanam,22,5,11,1,0,0,0.5048200860894065
Pachaiyappa's College,21,1,10,0,0,0,0.19999994167796215
Tiruvottiyur,6,6,8,1,0,0,0.27763199524931614
Koyambedu,20,4,3,0,0,0,0.463185638925977
LIC,0,4,4,0,0,0,0.26334512466949744
LIC,14,2,12,0,0,0,0.44750069804803055
Meenambakkam,2,3,10,0,0,0,0.430479393998437
Tollgate,14,4,7,0,0,0,0.5710729367724688
AG-DMS,7,2,4,0,0,1,1.0
Arumbakkam,10,3,10,0,0,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,18,5,2,1,0,1,1.0
Tiruvottiyur,20,0,4,0,0,0,0.5118039236500825
Pachaiyappa's College,6,6,6,1,0,0,0.5797491785672555
Anna Nagar East,1,0,1,0,0,0,0.15811804755010675
Nanganallur Road,22,4,10,0,0,0,0.39771137730487827
Alandur,0,2,12,0,0,0,0.31666234443069374
Washermanpet,21,4,7,0,0,0,0.21191085662693132
Kilpauk,4,1,8,0,0,0,0.45948563613726484
Saidapet,22,2,1,0,0,0,0.2424391553948761
Thousand Lights,2,6,5,1,0,0,0.5858020154912874
Koyambedu,23,2,9,0,0,0,0.08372020163929673
Sir Theagaraya College,12,2,11,0,0,0,0.33959650625639937
Anna Nagar East,13,2,4,0,0,0,0.6301876956179847
Shenoy Nagar,18,5,8,1,0,1,1.0
Pachaiyappa's College,23,0,3,0,0,0,0.1349538078664817
Ekkattuthangal,16,5,5,1,0,1,1.0
Thirumangalam,17,1,8,0,0,1,0.963823520560413
Arumbakkam,7,0,7,0,0,1,0.8840976489188443
High Court,4,6,3,1,0,0,0.3999213330953635
Kilpauk,4,6,1,1,0,0,0.34046464132437415
Ashok Nagar,20,2,4,0,0,0,0.15121575357439135
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,18,3,8,0,0,1,0.9680954381382648
Little Mount,3,6,7,1,0,0,0.5307313281487593
Anna Nagar Tower,9,5,5,1,0,1,1.0
Shenoy Nagar,6,0,7,0,0,0,0.21388888137814618
Guindy,4,0,2,0,0,0,0.15078838489210453
Kilpauk,1,6,9,1,0,0,0.6085791433570816
Arumbakkam,17,4,4,0,0,1,0.9485645167493248
Teynampet,23,3,12,0,0,0,0.1934439938910152
Teynampet,16,1,3,0,0,1,0.7918945493665582
Pachaiyappa's College,18,4,11,0,0,1,1.0
Mannadi,22,1,2,0,0,0,0.29235454725634524
Kilpauk,18,0,1,0,0,1,0.9748409937367247
Tiruvottiyur Theradi,9,5,8,1,0,1,1.0
Ashok Nagar,20,2,12,0,0,0,0.433371573968848
Teynampet,17,3,10,0,0,1,1.0
Nehru Park,22,1,1,0,0,0,0.3173031570566752
Ekkattuthangal,18,3,12,0,0,1,1.0
Arumbakkam,4,0,3,0,0,0,0.4548296642721819
Tollgate,11,2,9,0,0,0,0.6412790340637331
Thousand Lights,8,4,9,0,0,1,1.0
Anna Nagar East,17,1,5,0,0,1,0.8452809069131851
Ashok Nagar,7,6,1,1,0,1,1.0
High Court,18,5,4,1,0,1,1.0
Chennai International Airport,17,5,4,1,0,1,1.0
LIC,23,3,8,0,0,0,0.2368550439067631
Chennai International Airport,17,6,10,1,0,1,1.0
Kilpauk,19,3,5,0,0,1,1.0
Ekkattuthangal,1,1,5,0,0,0,0.2276277564302408
Nanganallur Road,18,5,8,1,0,1,1.0
Ekkattuthangal,22,2,5,0,0,0,0.23407116610582718
Wimco Nagar Depot,21,4,3,0,0,0,0.43751509149514106
Thousand Lights,17,1,7,0,0,1,0.9283669472867193
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,15,4,9,0,0,0,0.43307021181990785
Government Estate,13,3,12,0,0,0,0.42842053727380985
Thirumangalam,20,5,5,1,0,0,0.43730613336303836
St. Thomas Mount,1,6,5,1,0,0,0.4006403772822072
AG-DMS,12,4,6,0,0,0,0.5745675573485597
St. Thomas Mount,12,0,8,0,0,0,0.5145418851629014
Teynampet,2,5,7,1,0,0,0.6054185975691707
Guindy,19,0,4,0,0,1,0.8859084848244722
Arumbakkam,9,0,12,0,0,1,1.0
Pachaiyappa's College,20,3,6,0,0,0,0.17531042031542196
Tiruvottiyur Theradi,22,0,12,0,0,0,0.3835257526592062
Ashok Nagar,14,5,12,1,0,0,0.6022990021423937
Pachaiyappa's College,8,1,3,0,0,1,0.8050833143784738
Wimco Nagar,14,4,3,0,0,0,0.294835141205633
Shenoy Nagar,3,0,9,0,0,0,0.22699824212243272
Koyambedu,23,4,1,0,0,0,0.3399835457786234
Tiruvottiyur Theradi,3,1,12,0,1,0,0.7011239157780529
Anna Nagar Tower,1,3,8,0,0,0,0.4009189759215529
High Court,0,1,10,0,0,0,0.37588092656288935
Mannadi,5,6,9,1,0,0,0.41087441004467223
Government Estate,21,6,5,1,0,0,0.16744849270983253
Kilpauk,15,6,11,1,0,0,0.47647699102577407
Teynampet,0,5,6,1,0,0,0.4129333072712148
Kaladipet,8,6,10,1,1,1,1.0
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,3,4,2,0,0,0,0.40967301112632887
Thirumangalam,6,5,2,1,0,0,0.35078669859816997
Arumbakkam,7,0,1,0,0,1,0.9609597386872482
Egmore,2,0,11,0,0,0,0.16079285391326753
Chennai International Airport,12,0,12,0,0,0,0.5810711783759605
Teynampet,20,3,11,0,0,0,0.2313625280644629
Meenambakkam,1,5,2,1,0,0,0.36735693864882724
Government Estate,20,3,10,0,0,0,0.36833273742240846
Tiruvottiyur Theradi,1,0,3,0,0,0,0.2532322822689028
Anna Nagar Tower,9,0,7,0,0,1,1.0
Teynampet,19,3,3,0,0,1,1.0
Chennai International Airport,10,3,7,0,0,1,0.8504442065252147
Thirumangalam,3,0,10,0,0,0,0.1357697537538971
Sir Theagaraya College,19,3,1,0,0,1,1.0
High Court,19,0,5,0,0,1,1.0
Anna Nagar Tower,20,0,5,0,0,0,0.3661607984840637
Puratchi Thalaivar Dr. M.G. Ramachandran Central,11,4,2,0,0,0,0.624826229656935
Vadapalani,17,5,9,1,0,1,1.0
Tollgate,15,1,5,0,0,0,0.41986545294795835
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,7,3,1,0,0,1,1.0
Tondiarpet,22,6,4,1,0,0,0.26214926780554254
St. Thomas Mount,8,1,12,0,0,1,0.8023230844096124
Pachaiyappa's College,20,6,5,1,0,0,0.47425668766279877
Saidapet,22,0,3,0,0,0,0.362547559076253
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,16,4,12,0,1,1,1.0
Kaladipet,19,0,1,0,1,1,1.0
Saidapet,17,2,6,0,0,1,0.9043706457763692
Saidapet,12,2,7,0,0,0,0.34132945787098873
Tondiarpet,15,4,6,0,0,0,0.39535358320128694
Tondiarpet,9,5,6,1,0,1,1.0
Chennai International Airport,23,6,12,1,0,0,0.5362257800605486
Wimco Nagar Depot,5,2,12,0,1,0,0.6368268171350965
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,1,0,9,0,0,0,0.3125692653711342
Little Mount,17,5,4,1,0,1,1.0
Tiruvottiyur,18,6,11,1,0,1,1.0
Teynampet,21,5,9,1,0,0,0.35746843133754236
Anna Nagar East,9,4,11,0,0,1,1.0
Wimco Nagar,7,6,4,1,0,1,1.0
Alandur,19,3,12,0,0,1,1.0
Government Estate,2,0,2,0,0,0,0.25022272079905294
Tollgate,14,2,11,0,0,0,0.7094390054157795
Saidapet,20,2,10,0,0,0,0.23365681118036727
Anna Nagar Tower,13,4,5,0,0,0,0.5488339795378974
Thirumangalam,9,4,8,0,0,1,1.0
Thousand Lights,4,3,3,0,0,0,0.24991208478239688
Washermanpet,12,6,11,1,1,0,0.9681416479900412
Arumbakkam,15,0,1,0,0,0,0.4253664064499515
Guindy,16,4,5,0,0,1,0.792144163385867
Nanganallur Road,21,3,9,0,0,0,0.23244684939911303
Meenambakkam,11,0,12,0,0,0,0.7115270610532298
Vadapalani,8,2,4,0,0,1,1.0
Sir Theagaraya College,8,6,1,1,0,1,1.0
Ekkattuthangal,6,3,1,0,0,0,0.21054403776298003
Wimco Nagar,0,4,4,0,0,0,0.16342979375255087
Wimco Nagar Depot,11,0,5,0,0,0,0.4000645889917926
Thousand Lights,21,1,1,0,0,0,0.29374731515642116
Alandur,1,1,4,0,0,0,0.14754814219554915
Pachaiyappa's College,23,2,3,0,0,0,0.09265101780262815
Tiruvottiyur Theradi,11,6,8,1,0,0,0.48138231531388653
Thirumangalam,20,5,8,1,0,0,0.5607729087438897
Chennai International Airport,14,1,4,0,0,0,0.3560649055056096
Anna Nagar East,15,4,11,0,0,0,0.5790769685472189
Tiruvottiyur,14,2,3,0,0,0,0.6856203556276805
Washermanpet,10,1,10,0,0,1,0.7292552181471538
Ekkattuthangal,16,1,9,0,0,1,1.0
Alandur,2,0,3,0,0,0,0.3859974782920516
Nandanam,20,0,7,0,0,0,0.49462466059386195
Pachaiyappa's College,22,1,5,0,0,0,0.39500250773219764
Meenambakkam,12,2,4,0,0,0,0.5822098025042441
Pachaiyappa's College,3,2,10,0,0,0,0.32590896237630784
AG-DMS,9,5,4,1,0,1,1.0
Alandur,22,0,11,0,0,0,0.15631186541847508
Shenoy Nagar,4,6,8,1,0,0,0.3964332481861029
Kilpauk,12,2,9,0,0,0,0.3891908695196027
Ekkattuthangal,5,4,2,0,0,0,0.21266078074973047
Anna Nagar East,18,1,7,0,0,1,0.8656516502740893
Mannadi,19,1,5,0,0,1,0.97587071912565
Sir Theagaraya College,14,3,5,0,0,0,0.36082892103375885
Pachaiyappa's College,12,2,11,0,1,0,0.8019111420590891
Ekkattuthangal,0,6,5,1,0,0,0.40121167756427056
Ashok Nagar,21,3,4,0,0,0,0.4220716579409885
Alandur,1,6,5,1,0,0,0.47126395142924726
Ekkattuthangal,19,2,4,0,0,1,0.9513684342748354
Mannadi,7,1,7,0,0,1,1.0
Anna Nagar Tower,15,1,4,0,0,0,0.4283194824484334
Sir Theagaraya College,22,1,1,0,0,0,0.21034375002309297
Tiruvottiyur,2,2,4,0,0,0,0.41190015922290457
Tiruvottiyur,11,2,5,0,0,0,0.6188403889505492
Tondiarpet,22,3,10,0,0,0,0.2736918288264126
St. Thomas Mount,3,6,11,1,0,0,0.3308976011561946
Government Estate,17,0,5,0,0,1,1.0
Arumbakkam,17,5,8,1,0,1,1.0
Thirumangalam,12,0,11,0,0,0,0.3864082901608607
High Court,14,0,11,0,0,0,0.5029638272835397
Chennai International Airport,20,5,2,1,0,0,0.32343316777392833
Chennai International Airport,13,0,6,0,0,0,0.6091992283364568
Meenambakkam,11,6,1,1,0,0,0.4448452304729563
St. Thomas Mount,6,0,2,0,0,0,0.21798076247282752
Anna Nagar East,5,0,5,0,0,0,0.24775024578549656
Tiruvottiyur,1,2,5,0,0,0,0.37664312002593947
St. Thomas Mount,5,0,12,0,0,0,0.42811304425275754
Government Estate,5,1,1,0,0,0,0.36584757715983823
Little Mount,23,3,9,0,0,0,0.04054839859749859
Thousand Lights,12,2,9,0,0,0,0.24415443872301948
St. Thomas Mount,1,2,8,0,0,0,0.09643622318511025
Kilpauk,19,0,1,0,0,1,0.8412537851119779
Anna Nagar East,0,6,10,1,0,0,0.5612980775118338
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,1,0,7,0,0,0,0.1161443246187874
Tollgate,15,2,8,0,0,0,0.43202969124325485
Nehru Park,4,0,3,0,0,0,0.14034002529692935
High Court,2,5,4,1,0,0,0.22929636907977205
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,23,1,10,0,0,0,0.33059142367270206
Meenambakkam,4,6,2,1,0,0,0.41062909828607663
Vadapalani,0,4,1,0,0,0,0.3354640807733037
Puratchi Thalaivar Dr. M.G. Ramachandran Central,17,1,2,0,0,1,0.7985248367282809
Nandanam,6,3,10,0,0,0,0.36279340670232413
Saidapet,4,3,10,0,0,0,0.441766453307594
Nanganallur Road,13,0,8,0,0,0,0.5217511093308176
Shenoy Nagar,11,0,5,0,0,0,0.5764987991781101
Arumbakkam,0,0,4,0,0,0,0.2840471330581527
Puratchi Thalaivar Dr. M.G. Ramachandran Central,1,1,1,0,0,0,0.1660080520966278
Nandanam,12,3,6,0,0,0,0.6452445199617921
Teynampet,14,2,12,0,0,0,0.3493175694899117
Puratchi Thalaivar Dr. M.G. Ramachandran Central,17,2,3,0,0,1,1.0
Vadapalani,6,4,11,0,0,0,0.25099351331114905
Washermanpet,12,2,4,0,0,0,0.4734032113550638
Ekkattuthangal,17,5,2,1,0,1,1.0
Guindy,4,2,12,0,0,0,0.2828950110946253
Meenambakkam,21,4,3,0,0,0,0.3362102792182001
Little Mount,9,5,11,1,0,1,1.0
Washermanpet,6,6,10,1,0,0,0.41093289937713534
AG-DMS,19,2,12,0,0,1,1.0
Teynampet,8,4,10,0,0,1,1.0
Egmore,4,4,11,0,1,0,0.6408272860167288
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,15,4,10,0,0,0,0.7442414280648492
Nandanam,21,2,6,0,0,0,0.3467098455515578
Nehru Park,5,2,11,0,0,0,0.2574957690999273
Kaladipet,7,5,9,1,0,1,1.0
Saidapet,13,1,5,0,0,0,0.48557888212387446
Puratchi Thalaivar Dr. M.G. Ramachandran Central,21,4,1,0,0,0,0.3642727870175897
Puratchi Thalaivar Dr. M.G. Ramachandran Central,6,6,12,1,0,0,0.36127225132733487
Ekkattuthangal,0,5,3,1,0,0,0.5681646117412417
Tollgate,17,3,8,0,0,1,1.0
Government Estate,13,6,6,1,0,0,0.595871128496673
Nandanam,23,1,5,0,0,0,0.24546854981688476
Chennai International Airport,5,1,3,0,0,0,0.1951885199635872
Little Mount,23,5,12,1,1,0,0.7940515835913805
Shenoy Nagar,10,5,11,1,0,1,1.0
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,9,0,10,0,0,1,0.7260962984699897
Egmore,17,4,5,0,0,1,0.9275108301425494
Guindy,7,5,6,1,0,1,1.0
Nandanam,21,6,1,1,0,0,0.4969452253498165
Anna Nagar East,3,2,10,0,0,0,0.33204355756297993
Tondiarpet,16,0,1,0,0,1,1.0
Kaladipet,3,4,1,0,0,0,0.2904724922045819
Guindy,15,5,9,1,0,0,0.46955512407314276
Tiruvottiyur Theradi,5,6,6,1,0,0,0.5893085265734211
Tiruvottiyur Theradi,11,6,5,1,0,0,0.5559450005441939
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,13,3,5,0,0,0,0.6380279343277757
Saidapet,9,0,10,0,0,1,0.8208178191931266
Saidapet,15,6,6,1,0,0,0.6007520059022411
Shenoy Nagar,13,1,9,0,0,0,0.34700781689114824
Thousand Lights,17,2,4,0,0,1,1.0
Pachaiyappa's College,8,1,5,0,0,1,1.0
Little Mount,8,6,1,1,1,1,1.0
Tollgate,4,2,3,0,0,0,0.23674239936213232
High Court,22,3,10,0,0,0,0.2953491214357804
Nehru Park,15,0,3,0,0,0,0.6283460302678048
AG-DMS,16,6,1,1,1,1,1.0
Government Estate,3,3,11,0,0,0,0.3639392943999769
Pachaiyappa's College,20,0,9,0,0,0,0.3437097487675033
Ekkattuthangal,7,4,7,0,0,1,0.9824492872885564
Egmore,14,6,7,1,0,0,0.8221999679395942
Tiruvottiyur Theradi,14,6,1,1,0,0,0.5054872553262928
Shenoy Nagar,13,0,9,0,0,0,0.5371398820299512
LIC,7,4,6,0,0,1,0.9427367936585819
Egmore,4,5,2,1,0,0,0.3592472439464807
Meenambakkam,22,4,9,0,0,0,0.3486284638827909
Puratchi Thalaivar Dr. M.G. Ramachandran Central,13,4,10,0,0,0,0.47231046799422066
Tollgate,21,4,5,0,0,0,0.2866951820292623
Tiruvottiyur,0,6,8,1,0,0,0.43281755010606515
Alandur,23,0,11,0,0,0,0.11070577657005615
Tiruvottiyur Theradi,3,0,6,0,0,0,0.3274975903567562
Kaladipet,4,2,8,0,0,0,0.0825605841045167
Nanganallur Road,1,3,2,0,0,0,0.3603917608068896
Ekkattuthangal,16,0,11,0,0,1,1.0
Thousand Lights,0,4,6,0,0,0,0.31504349040920143
Kilpauk,17,2,9,0,0,1,0.7775858509353336
Nanganallur Road,21,0,5,0,0,0,0.23501845212483735
Anna Nagar Tower,23,5,12,1,0,0,0.6157524000913959
Shenoy Nagar,3,3,3,0,0,0,0.2355241496667822
Wimco Nagar,8,1,12,0,0,1,0.9422841299396968
Wimco Nagar Depot,0,4,9,0,0,0,0.2344566410100687
Saidapet,17,2,1,0,0,1,1.0
Tollgate,15,3,5,0,0,0,0.6680407293357625
Tiruvottiyur Theradi,7,2,2,0,0,1,1.0
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,0,1,1,0,0,0,0.3495751330922724
Koyambedu,20,0,8,0,0,0,0.1592560283924162
Nandanam,10,1,10,0,0,1,0.9986170898242059
Chennai International Airport,14,1,6,0,0,0,0.6089385361184407
Vadapalani,15,2,5,0,0,0,0.6674292286239626
AG-DMS,15,5,11,1,0,0,0.6854590280213708
High Court,14,4,9,0,0,0,0.4357454521492211
Anna Nagar East,23,4,5,0,0,0,0.15347524813731578
Vadapalani,13,2,4,0,0,0,0.39264594182795864
Saidapet,3,2,7,0,0,0,0.30739349692703083
Mannadi,22,6,10,1,0,0,0.28197589189320743
Chennai International Airport,13,2,5,0,0,0,0.37879168720052614
Tondiarpet,5,5,4,1,0,0,0.4971640970124314
Shenoy Nagar,12,1,10,0,0,0,0.4934150106798925
Wimco Nagar Depot,19,4,2,0,0,1,0.9871307592758671
Anna Nagar Tower,16,6,8,1,0,1,1.0
Sir Theagaraya College,4,5,3,1,0,0,0.5427128219504866
Saidapet,9,4,11,0,0,1,1.0
LIC,5,2,8,0,0,0,0.21134493696010642
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,19,2,5,0,0,1,0.9790362438151117
Kilpauk,13,2,6,0,0,0,0.5737394234442678
Egmore,1,0,8,0,0,0,0.3196129376682268
Tiruvottiyur,18,6,8,1,0,1,1.0
Anna Nagar East,5,5,2,1,0,0,0.6032014466656224
Koyambedu,1,6,1,1,0,0,0.6024412401449077
Mannadi,17,0,9,0,0,1,0.9721347918632803
Tiruvottiyur Theradi,19,5,5,1,0,1,1.0
Pachaiyappa's College,21,5,10,1,0,0,0.24881236603417448
Government Estate,0,1,9,0,0,0,0.34226417598258035
Saidapet,11,6,6,1,0,0,0.6855789434893195
Vadapalani,16,5,3,1,0,1,0.9139560384334802
Nehru Park,21,3,4,0,0,0,0.0821088064983154
AG-DMS,8,3,8,0,0,1,0.9385615437792586
Egmore,1,5,12,1,0,0,0.32445489755034307
Washermanpet,6,6,5,1,0,0,0.5985093826225287
Tiruvottiyur,14,6,8,1,0,0,0.7753337636639797
Little Mount,21,1,12,0,0,0,0.2020615614282708
AG-DMS,10,4,12,0,0,1,1.0
Little Mount,12,0,1,0,0,0,0.5928691568981639
Mannadi,4,1,8,0,0,0,0.47919307562917124
Kilpauk,11,3,9,0,0,0,0.44552113059099163
St. Thomas Mount,3,3,2,0,0,0,0.2049242279436771
Ashok Nagar,3,3,1,0,0,0,0.4162222362482069
Puratchi Thalaivar Dr. M.G. Ramachandran Central,0,4,5,0,0,0,0.23652697240475942
Teynampet,20,4,2,0,0,0,0.3410145651799124
Teynampet,9,5,1,1,1,1,1.0
Kaladipet,2,4,3,0,0,0,0.1784703168961194
Chennai International Airport,0,4,4,0,0,0,0.23886549356764986
Anna Nagar Tower,21,2,6,0,0,0,0.252777377389303
Tollgate,20,6,7,1,0,0,0.4882243307292759
Nanganallur Road,13,4,2,0,0,0,0.44610380704315994
Meenambakkam,15,6,10,1,0,0,0.6427667290249539
Guindy,19,6,8,1,0,1,1.0
Ashok Nagar,14,3,11,0,0,0,0.6396505296412727
Anna Nagar Tower,23,6,8,1,0,0,0.4977915819862424
Washermanpet,14,6,6,1,0,0,0.616828811919516
Meenambakkam,15,5,7,1,0,0,0.6143373250676754
Wimco Nagar,8,0,2,0,0,1,1.0
Kilpauk,23,0,1,0,0,0,0.3588025429773758
Teynampet,3,0,3,0,0,0,0.2725070481967433
Ashok Nagar,13,6,10,1,0,0,0.807247904408447
Tiruvottiyur,1,2,11,0,0,0,0.232104162197492
Kaladipet,23,3,7,0,0,0,0.3720347888670272
Saidapet,0,3,9,0,0,0,0.4033719639634986
Alandur,14,2,10,0,0,0,0.48006853031086116
AG-DMS,1,1,7,0,0,0,0.36738393538254005
Vadapalani,9,5,2,1,0,1,1.0
Mannadi,18,0,4,0,0,1,0.6951129341060096
Shenoy Nagar,19,6,2,1,0,1,1.0
Koyambedu,16,5,1,1,0,1,1.0
Little Mount,0,2,6,0,0,0,0.2355296064423507
Nehru Park,22,3,4,0,0,0,0.3725097706813877
Teynampet,21,0,2,0,0,0,0.48484556079095176
Nehru Park,22,0,1,0,0,0,0.3628841465862416
Wimco Nagar Depot,8,5,7,1,0,1,1.0
Anna Nagar East,9,2,4,0,0,1,0.9098211147422066
High Court,7,4,1,0,0,1,1.0
Thirumangalam,6,0,5,0,0,0,0.28062505868815957
Tondiarpet,12,3,4,0,0,0,0.46685603982220814
Anna Nagar Tower,9,6,5,1,0,1,1.0
Pachaiyappa's College,5,5,6,1,0,0,0.5764275159699439
Koyambedu,1,5,4,1,0,0,0.38310531728339436
Meenambakkam,14,2,8,0,0,0,0.5143800651370217
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,5,2,9,0,0,0,0.4170229248440115
Kilpauk,23,5,6,1,0,0,0.4297477537159007
Wimco Nagar Depot,18,5,6,1,0,1,1.0
Anna Nagar Tower,16,2,2,0,0,1,1.0
Alandur,19,0,4,0,0,1,0.8494812653906413
Nandanam,16,4,3,0,0,1,0.8118465498706731
Anna Nagar Tower,5,3,8,0,0,0,0.3156668976898465
Saidapet,0,5,7,1,0,0,0.41176378176881184
Thousand Lights,0,3,6,0,0,0,0.4017344742504364
Meenambakkam,22,5,4,1,0,0,0.5120483339032693
Nanganallur Road,23,1,4,0,0,0,0.26461677838262554
Puratchi Thalaivar Dr. M.G. Ramachandran Central,14,0,4,0,0,0,0.47801508369371404
Guindy,15,2,3,0,0,0,0.5617346845754845
Teynampet,21,5,2,1,0,0,0.20021264795381133
Anna Nagar Tower,10,6,2,1,0,1,1.0
AG-DMS,4,2,2,0,0,0,0.36972160433403223
Vadapalani,8,5,8,1,0,1,1.0
Thousand Lights,1,6,4,1,0,0,0.25873592121691047
Koyambedu,14,4,6,0,0,0,0.489083257463787
Government Estate,21,0,12,0,0,0,0.44242138544296483
Nehru Park,22,6,4,1,0,0,0.3754906456051613
Sir Theagaraya College,19,0,6,0,0,1,0.8706758740947579
Little Mount,21,1,6,0,0,0,0.12395872081372576
Shenoy Nagar,8,4,12,0,0,1,1.0
Tiruvottiyur Theradi,9,6,10,1,0,1,1.0
Chennai International Airport,10,4,5,0,0,1,1.0
Shenoy Nagar,6,4,5,0,0,0,0.2705447559175307
Kilpauk,17,2,3,0,0,1,0.9895979780076596
Tondiarpet,5,2,9,0,0,0,0.38486492394385957
Egmore,5,1,1,0,0,0,0.216240915525584
Thousand Lights,8,6,10,1,0,1,1.0
Wimco Nagar,7,6,9,1,0,1,1.0
Koyambedu,15,4,3,0,0,0,0.5672248725681006
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,6,1,8,0,0,0,0.3258858200134616
Thirumangalam,11,6,10,1,1,0,1.0
Guindy,6,6,4,1,0,0,0.5652728613266755
Nehru Park,13,3,11,0,0,0,0.40088074104707466
Pachaiyappa's College,11,1,4,0,0,0,0.37732252915269615
Washermanpet,5,0,8,0,0,0,0.3671958773053161
Wimco Nagar Depot,1,4,4,0,0,0,0.1793523755685017
Puratchi Thalaivar Dr. M.G. Ramachandran Central,4,6,10,1,0,0,0.3460870290576831
Alandur,7,5,9,1,0,1,1.0
Tollgate,14,1,9,0,0,0,0.5848905602867085
Washermanpet,20,6,4,1,0,0,0.6050224092214888
Thirumangalam,9,0,12,0,1,1,1.0
AG-DMS,2,0,12,0,0,0,0.30871110138969465
Tiruvottiyur Theradi,8,2,8,0,0,1,0.9216119939782003
High Court,22,6,6,1,0,0,0.4437405250099632
Koyambedu,8,6,3,1,0,1,1.0
Anna Nagar Tower,3,6,1,1,0,0,0.5199408001738669
